beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,662.7099766382074,1000.0,969.0740773944384,1000.0,897.2258961653963,1000.0,838.9358774738581,902.5,841.986456917975,0,22.736011622997466,0,-36.40040483623502,1000.0,-28.858149452790343,1000.0,-33.9062328743814,1000.0,-13.201177298242186,1000.0
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,714.0163664566159,1000.0,970.8168485852202,1000.0,881.0770301952982,1000.0,740.7933220360839,809.2,826.6758918183045,0,44.86593957199511,4,-67.36315640312066,2000.0,-61.68548941388533,2000.0,-55.582129637503364,2000.0,-52.944048108013895,2000.0
