beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,894.7560203135905,1000.0,894.6984078670437,1000.0,410.43464678423186,559.4,926.8263217970559,1000.0,781.6788491904806,0,20.565723933003028,0,-7.591339685986331,1000.0,-354.60968926093904,1000.0,-52.670258801540655,1000.0,-373.6469238358497,1000.0
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,898.2939352850008,1000.0,845.3429087303273,1000.0,443.69830853930915,551.5,924.9573269146143,1000.0,778.0731198673129,0,41.32316136000736,4,-9.573502870465774,2000.0,-89.70452947631449,2000.0,-50.35886316179748,2000.0,-36.48545461788843,2000.0
