beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,794.7516523605734,1000.0,903.8006571187934,1000.0,212.8926998968776,460.4,795.273327634511,1000.0,676.6795842526889,0,21.211449398993864,0,-34.81429569029778,1000.0,-25.698936985218555,1000.0,-40.60042962869769,1000.0,-370.5825565730268,1000.0
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,821.7402838847804,1000.0,901.8417211133601,1000.0,238.21619534322036,400.3,787.5536279873247,1000.0,687.3379570821714,0,40.80869199598965,4,-63.21975098632535,2000.0,-58.4324442016783,2000.0,-53.251329410620066,2000.0,-116.87438618279396,2000.0
