beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,904.4699747006596,1000.0,925.9270222129483,1000.0,941.0753526599859,1000.0,955.5927207487042,1000.0,931.7662675805745,0,22.8233130899971,0,-3.1363539710025474,1000.0,-39.21101341900668,1000.0,-24.252112255797726,1000.0,-3.4327389038533616,1000.0
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,907.3503708163719,1000.0,929.7595073023156,1000.0,945.4282432200723,1000.0,848.0262157918887,925.6,907.6410842826622,0,45.765374208996946,4,-36.93697212764118,2000.0,-29.80079230785993,2000.0,-19.142872763392813,2000.0,-44.960142210679436,2000.0
