beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,604.4437676113049,775.6,967.8593301941453,1000.0,907.4452262378663,1000.0,810.8504136241675,1000.0,822.649684416871,0,20.88268365299882,0,34.3251566686715,1000.0,-3.394896995094217,1000.0,-293.28259469454065,1000.0,-34.09911737833531,1000.0
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,685.2892520035655,826.8,968.0346053263698,1000.0,919.6333530983542,1000.0,836.8516173865748,1000.0,852.4522069537161,0,42.003229144000215,4,-55.1549282433617,2000.0,-41.65175025970327,2000.0,-82.66888527451523,2000.0,-66.03190883077349,2000.0
