beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,916.7986871955727,1000.0,931.1344660215591,1000.0,951.8656756605038,1000.0,908.9729683305816,1000.0,927.1929493020543,0,22.85689493400423,0,-14.269132130593473,1000.0,-14.94914661103995,1000.0,-31.673012559510674,1000.0,-6.167726196756208,1000.0
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,928.0874637919358,1000.0,928.0596064545938,1000.0,944.8404765638792,1000.0,898.8131141425645,1000.0,924.9501652382432,0,45.183938891015714,4,-18.969420967607608,2000.0,-57.47698323865482,2000.0,-32.414602556972575,2000.0,-20.918356642655223,2000.0
