beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,915.7936844833554,1000.0,949.9715004492111,1000.0,769.987906388645,955.3,886.9005962224422,1000.0,880.6634218859135,0,22.653484929993283,0,-61.3565075110576,1000.0,-16.20660909860121,1000.0,-40.99392911721227,1000.0,-334.6048211410401,1000.0
1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,917.2026063833679,1000.0,943.5291609899526,1000.0,708.6321399746482,960.6,884.8111483061277,1000.0,863.5437639135241,0,45.024486039990734,4,-55.89409843213319,2000.0,-69.77830578556363,2000.0,-65.4390636580529,2000.0,-83.23365417971691,2000.0
